class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,index,name
Poisonous,Flat,Smooth,White,Bruises,Foul,Free,Close,Broad,White,Tapering,Bulbous,Fibrous,Fibrous,White,White,Partial,White,One,Pendant,Chocolate,Scattered,Urban,4953,Mark Lewis
Poisonous,Flat,Scaly,Green,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Buff,Brown,Partial,White,One,Large,Chocolate,Solitary,Paths,4954,Richard Ackerman
Poisonous,Convex,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Buff,Buff,Partial,White,One,Large,Chocolate,Several,Paths,4955,Curtis Warnstaff
Poisonous,Flat,Scaly,Green,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Brown,Partial,White,One,Large,Chocolate,Several,Paths,4956,Randall Switzer
Poisonous,Flat,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Brown,Buff,Partial,White,One,Large,Chocolate,Solitary,Grasses,4957,Lee Warren
Poisonous,Flat,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Brown,Brown,Partial,White,One,Large,Chocolate,Several,Wood,4958,Brent Montoya
Poisonous,Convex,Smooth,Buff,Bruises,Foul,Free,Close,Broad,Chocolate,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Chocolate,Several,Urban,4959,Alice Traub
Poisonous,Flat,Fibrous,Green,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Pink,Pink,Partial,White,One,Large,Chocolate,Solitary,Paths,4960,Doris Dame
Poisonous,Convex,Scaly,Green,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Pink,Brown,Partial,White,One,Large,Chocolate,Solitary,Wood,4961,Joseph Sharp
Poisonous,Flat,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Buff,Buff,Partial,White,One,Large,Chocolate,Solitary,Grasses,4962,Jared Kisner
Poisonous,Flat,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Pink,Pink,Partial,White,One,Large,Chocolate,Solitary,Wood,4963,Susie Stewart
Poisonous,Flat,Smooth,Green,Bruises,Foul,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Fibrous,White,White,Partial,White,One,Pendant,Chocolate,Scattered,Urban,4964,Richard May
Edible,Flat,Smooth,Buff,Bruises,None,Free,Close,Broad,White,Enlarging,?,Smooth,Smooth,White,Red,Partial,White,Two,Evanescent,White,Clustered,Waste,4965,Ramon Warren
Edible,Convex,Smooth,Pink,Bruises,None,Free,Close,Broad,White,Enlarging,?,Smooth,Smooth,Red,Red,Partial,White,Two,Evanescent,White,Clustered,Waste,4966,Claude Tshudy
Edible,Knobbed,Smooth,Brown,Bruises,None,Free,Close,Broad,Red,Enlarging,?,Smooth,Smooth,White,White,Partial,White,Two,Evanescent,White,Clustered,Waste,4967,Cecelia Harshman
Poisonous,Flat,Scaly,Pink,Bruises,None,Free,Close,Broad,Gray,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,Two,Pendant,Green,Several,Grasses,4968,Robert Arnold
Poisonous,Flat,Scaly,Green,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Pink,Pink,Partial,White,One,Large,Chocolate,Several,Paths,4969,Kevin Drost
Poisonous,Convex,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Buff,Buff,Partial,White,One,Large,Chocolate,Several,Paths,4970,Ruby Jackson
Poisonous,Flat,Fibrous,Green,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Buff,Pink,Partial,White,One,Large,Chocolate,Several,Grasses,4971,Donny Hewitt
Poisonous,Flat,Fibrous,Green,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Pink,Pink,Partial,White,One,Large,Chocolate,Solitary,Wood,4972,Denise Johns
Poisonous,Convex,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Buff,Brown,Partial,White,One,Large,Chocolate,Solitary,Paths,4973,Scott Baker
Poisonous,Flat,Fibrous,Green,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Brown,Buff,Partial,White,One,Large,Chocolate,Several,Wood,4974,Jennie Wright
Poisonous,Flat,Scaly,Green,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Buff,Pink,Partial,White,One,Large,Chocolate,Solitary,Wood,4975,Susan Holbrook
Poisonous,Flat,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Buff,Buff,Partial,White,One,Large,Chocolate,Several,Wood,4976,Rebecca Staton
Poisonous,Flat,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Buff,Buff,Partial,White,One,Large,Chocolate,Several,Grasses,4977,Jeremy Luna
Poisonous,Flat,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Pink,Brown,Partial,White,One,Large,Chocolate,Solitary,Grasses,4978,Donald Chandler
Poisonous,Convex,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Pink,Buff,Partial,White,One,Large,Chocolate,Several,Wood,4979,Kenneth French
Poisonous,Convex,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Buff,Brown,Partial,White,One,Large,Chocolate,Solitary,Paths,4980,Odell Montgomery
Poisonous,Flat,Scaly,Green,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Pink,Brown,Partial,White,One,Large,Chocolate,Several,Grasses,4981,Sean Kaneta
Poisonous,Flat,Fibrous,Green,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Buff,Pink,Partial,White,One,Large,Chocolate,Solitary,Wood,4982,Patricia Williams
Poisonous,Convex,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Brown,Pink,Partial,White,One,Large,Chocolate,Several,Paths,4983,Valerie Trump
Poisonous,Convex,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Brown,Brown,Partial,White,One,Large,Chocolate,Solitary,Paths,4984,Lynette Morrison
Edible,Flat,Scaly,Purple,No Bruises,None,Free,Close,Narrow,White,Enlarging,?,Smooth,Fibrous,White,White,Partial,White,One,Flaring,Chocolate,Solitary,Wood,4985,Michael Owens
Poisonous,Flat,Fibrous,Green,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Buff,Buff,Partial,White,One,Large,Chocolate,Several,Grasses,4986,Karen Kenyon
Poisonous,Convex,Scaly,Brown,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Leaves,4987,Darrin Frein
Poisonous,Convex,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Pink,Brown,Partial,White,One,Large,Chocolate,Several,Grasses,4988,Sara Demps
Poisonous,Convex,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Brown,Brown,Partial,White,One,Large,Chocolate,Solitary,Paths,4989,Marie Cameron
Poisonous,Convex,Scaly,Green,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Brown,Partial,White,One,Large,Chocolate,Several,Grasses,4990,Genaro Diloreto
Poisonous,Flat,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Buff,Buff,Partial,White,One,Large,Chocolate,Several,Wood,4991,Donna Streeter
Poisonous,Convex,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Brown,Pink,Partial,White,One,Large,Chocolate,Solitary,Wood,4992,Ronald Leleux
Poisonous,Convex,Scaly,Green,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Pink,Partial,White,One,Large,Chocolate,Several,Paths,4993,Lisa Essig
Edible,Flat,Smooth,Buff,Bruises,None,Free,Close,Broad,Red,Enlarging,?,Smooth,Smooth,White,White,Partial,White,Two,Evanescent,White,Clustered,Waste,4994,Kevin Butler
Poisonous,Flat,Fibrous,Green,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Pink,Pink,Partial,White,One,Large,Chocolate,Solitary,Paths,4995,Christina Estes
Poisonous,Flat,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Pink,Partial,White,One,Large,Chocolate,Several,Wood,4996,Sara Mayton
Edible,Convex,Smooth,Brown,Bruises,None,Free,Close,Broad,White,Enlarging,?,Smooth,Smooth,White,Red,Partial,White,Two,Evanescent,White,Clustered,Waste,4997,Alfonso Seese
Poisonous,Flat,Fibrous,Green,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Buff,Brown,Partial,White,One,Large,Chocolate,Solitary,Paths,4998,Lorenzo Lydon
Poisonous,Convex,Scaly,Green,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Pink,Buff,Partial,White,One,Large,Chocolate,Several,Wood,4999,Sally Mills
Poisonous,Convex,Scaly,Brown,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths,5000,Blanca Martinez
Poisonous,Flat,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Brown,Brown,Partial,White,One,Large,Chocolate,Several,Wood,5001,Ruth Tinsley
Poisonous,Convex,Scaly,Brown,No Bruises,None,Free,Close,Narrow,White,Enlarging,?,Silky,Scaly,White,Brown,Partial,White,One,Evanescent,White,Several,Wood,5002,Sharon Lake
Poisonous,Bell,Smooth,Buff,Bruises,None,Free,Close,Broad,White,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,Two,Pendant,Green,Several,Grasses,5003,Thomas King
Poisonous,Flat,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Brown,Buff,Partial,White,One,Large,Chocolate,Several,Wood,5004,Marcos Jones
Poisonous,Flat,Scaly,Green,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Buff,Partial,White,One,Large,Chocolate,Solitary,Wood,5005,Anna Mielke
Edible,Flat,Scaly,Purple,No Bruises,None,Free,Close,Narrow,Purple,Enlarging,?,Smooth,Fibrous,White,White,Partial,White,One,Flaring,Chocolate,Solitary,Wood,5006,Rene Pender
Poisonous,Convex,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Brown,Brown,Partial,White,One,Large,Chocolate,Several,Grasses,5007,Daniel Mccasland
Poisonous,Flat,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Buff,Pink,Partial,White,One,Large,Chocolate,Solitary,Grasses,5008,Melissa Skrebes
Poisonous,Flat,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Pink,Partial,White,One,Large,Chocolate,Solitary,Grasses,5009,Elizabeth Salazar
Poisonous,Convex,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Buff,Pink,Partial,White,One,Large,Chocolate,Solitary,Wood,5010,Joe Gibson
Edible,Convex,Scaly,Red,Bruises,None,Free,Close,Broad,White,Enlarging,?,Smooth,Smooth,Red,White,Partial,White,Two,Evanescent,White,Clustered,Waste,5011,Chris Holland
Poisonous,Flat,Fibrous,Green,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Pink,Pink,Partial,White,One,Large,Chocolate,Several,Grasses,5012,James Aguilar
Poisonous,Convex,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Buff,Brown,Partial,White,One,Large,Chocolate,Several,Grasses,5013,Becky Bruner
Poisonous,Convex,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Buff,Buff,Partial,White,One,Large,Chocolate,Several,Paths,5014,Chauncey Richmond
Poisonous,Flat,Scaly,Green,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Buff,Brown,Partial,White,One,Large,Chocolate,Several,Paths,5015,Ezekiel Hendrix
Edible,Knobbed,Smooth,Buff,Bruises,None,Free,Close,Broad,White,Enlarging,?,Smooth,Smooth,White,Red,Partial,White,Two,Evanescent,White,Clustered,Waste,5016,Sheila Sarver
Poisonous,Flat,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Pink,Buff,Partial,White,One,Large,Chocolate,Solitary,Wood,5017,Adam Cooper
Poisonous,Convex,Scaly,Green,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Buff,Buff,Partial,White,One,Large,Chocolate,Several,Paths,5018,Gary Caponigro
Poisonous,Convex,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Brown,Partial,White,One,Large,Chocolate,Several,Wood,5019,Douglas Atherton
Poisonous,Flat,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Brown,Pink,Partial,White,One,Large,Chocolate,Several,Paths,5020,Brian Ratliff
Poisonous,Flat,Smooth,White,Bruises,Foul,Free,Close,Broad,Chocolate,Tapering,Bulbous,Smooth,Fibrous,White,White,Partial,White,One,Pendant,Chocolate,Several,Urban,5021,Cynthia Riker
Poisonous,Convex,Smooth,Green,No Bruises,Creosote,Free,Close,Narrow,Pink,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Wood,5022,Kyle Shannon
Poisonous,Flat,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Pink,Buff,Partial,White,One,Large,Chocolate,Solitary,Wood,5023,Janell Steuer
Edible,Flat,Scaly,Purple,No Bruises,None,Free,Close,Narrow,Pink,Enlarging,?,Smooth,Fibrous,White,White,Partial,White,One,Flaring,Chocolate,Several,Wood,5024,Maryjane Ethier
Poisonous,Convex,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Pink,Pink,Partial,White,One,Large,Chocolate,Solitary,Wood,5025,Stacie Gurule
Poisonous,Flat,Scaly,Green,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Brown,Pink,Partial,White,One,Large,Chocolate,Solitary,Wood,5026,Diane Walton
Poisonous,Convex,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Brown,Pink,Partial,White,One,Large,Chocolate,Several,Grasses,5027,Guadalupe Clark
Poisonous,Convex,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Buff,Partial,White,One,Large,Chocolate,Several,Paths,5028,Brandee Mcclure
Poisonous,Convex,Smooth,Green,Bruises,Foul,Free,Close,Broad,Pink,Tapering,Bulbous,Fibrous,Smooth,White,White,Partial,White,One,Pendant,Chocolate,Scattered,Urban,5029,Susanne Jameson
Poisonous,Flat,Scaly,Green,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Pink,Brown,Partial,White,One,Large,Chocolate,Solitary,Wood,5030,Jean Alamo
Poisonous,Flat,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Pink,Brown,Partial,White,One,Large,Chocolate,Solitary,Paths,5031,Esther Peters
Poisonous,Flat,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Buff,Brown,Partial,White,One,Large,Chocolate,Solitary,Wood,5032,Ruth Stevens
Poisonous,Convex,Scaly,Green,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Pink,Buff,Partial,White,One,Large,Chocolate,Several,Wood,5033,Dorothy Jackson
Poisonous,Convex,Scaly,Green,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Brown,Buff,Partial,White,One,Large,Chocolate,Several,Grasses,5034,Justin Pruitt
Poisonous,Convex,Scaly,Green,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Buff,Partial,White,One,Large,Chocolate,Solitary,Wood,5035,Nora Haza
Poisonous,Convex,Fibrous,Green,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Pink,Pink,Partial,White,One,Large,Chocolate,Solitary,Grasses,5036,Oscar Kattner
Poisonous,Convex,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Pink,Brown,Partial,White,One,Large,Chocolate,Solitary,Paths,5037,Davis Mixon
Poisonous,Flat,Fibrous,Green,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Brown,Partial,White,One,Large,Chocolate,Several,Grasses,5038,Jared Ware
Poisonous,Flat,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Buff,Brown,Partial,White,One,Large,Chocolate,Solitary,Wood,5039,Gail Cunningham
Poisonous,Convex,Scaly,Green,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Buff,Pink,Partial,White,One,Large,Chocolate,Solitary,Paths,5040,Ethel Smith
Poisonous,Flat,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Pink,Pink,Partial,White,One,Large,Chocolate,Several,Paths,5041,Charles Maldonado
Poisonous,Convex,Scaly,Brown,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,White,White,Partial,White,One,Evanescent,White,Several,Leaves,5042,Joey Vaugh
Poisonous,Convex,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Pink,Buff,Partial,White,One,Large,Chocolate,Solitary,Paths,5043,Ashley Crain
Poisonous,Convex,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Buff,Pink,Partial,White,One,Large,Chocolate,Several,Paths,5044,Paul Briski
Poisonous,Flat,Smooth,Buff,Bruises,Foul,Free,Close,Broad,White,Tapering,Bulbous,Fibrous,Smooth,White,White,Partial,White,One,Pendant,Chocolate,Several,Grasses,5045,Christopher Morlan
Poisonous,Flat,Fibrous,Green,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Pink,Partial,White,One,Large,Chocolate,Several,Wood,5046,David Solomon
Poisonous,Flat,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Buff,Pink,Partial,White,One,Large,Chocolate,Solitary,Paths,5047,Caroline Clark
Poisonous,Convex,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Brown,Partial,White,One,Large,Chocolate,Solitary,Paths,5048,Sarah Cooper
Poisonous,Flat,Fibrous,Green,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Buff,Brown,Partial,White,One,Large,Chocolate,Several,Wood,5049,Salvatore Park
Poisonous,Convex,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Brown,Pink,Partial,White,One,Large,Chocolate,Solitary,Wood,5050,Lynn Sturkie
Poisonous,Convex,Scaly,Green,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Buff,Buff,Partial,White,One,Large,Chocolate,Several,Wood,5051,Scott Cardona
Poisonous,Convex,Scaly,Red,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,White,White,Partial,White,One,Evanescent,White,Several,Leaves,5052,Donald Guillen
Edible,Knobbed,Scaly,Buff,Bruises,None,Free,Close,Broad,Red,Enlarging,?,Smooth,Smooth,Red,White,Partial,White,Two,Evanescent,White,Clustered,Waste,5053,Jorge Gantt
Edible,Flat,Scaly,Buff,Bruises,None,Free,Close,Broad,White,Enlarging,?,Smooth,Smooth,Red,White,Partial,White,Two,Evanescent,White,Clustered,Waste,5054,Brady Heffernan
Poisonous,Convex,Scaly,Green,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Pink,Pink,Partial,White,One,Large,Chocolate,Solitary,Wood,5055,Matthew Burroughs
Poisonous,Flat,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Buff,Pink,Partial,White,One,Large,Chocolate,Solitary,Paths,5056,Margaret Agee
Poisonous,Convex,Scaly,Green,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Buff,Partial,White,One,Large,Chocolate,Solitary,Grasses,5057,Velma Esposito
Poisonous,Flat,Scaly,Green,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Buff,Pink,Partial,White,One,Large,Chocolate,Solitary,Grasses,5058,John Tennison
Poisonous,Convex,Smooth,Buff,Bruises,Foul,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Fibrous,White,White,Partial,White,One,Pendant,Chocolate,Scattered,Urban,5059,Eric Mielke
Poisonous,Flat,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Buff,Pink,Partial,White,One,Large,Chocolate,Several,Paths,5060,Tammy Page
Poisonous,Convex,Smooth,White,Bruises,Foul,Free,Close,Broad,Pink,Tapering,Bulbous,Fibrous,Fibrous,White,White,Partial,White,One,Pendant,Chocolate,Scattered,Urban,5061,Tracy Guy
Poisonous,Convex,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Buff,Brown,Partial,White,One,Large,Chocolate,Several,Paths,5062,Ina Thomas
Poisonous,Convex,Scaly,Green,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Buff,Pink,Partial,White,One,Large,Chocolate,Solitary,Paths,5063,John Campos
Poisonous,Convex,Smooth,White,Bruises,Foul,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Fibrous,White,White,Partial,White,One,Pendant,Chocolate,Scattered,Urban,5064,Theodore Hospelhorn
Poisonous,Flat,Smooth,Buff,Bruises,Foul,Free,Close,Broad,Pink,Tapering,Bulbous,Fibrous,Fibrous,White,White,Partial,White,One,Pendant,Chocolate,Scattered,Grasses,5065,Mike Ballard
Poisonous,Convex,Smooth,White,Bruises,Foul,Free,Close,Broad,Chocolate,Tapering,Bulbous,Fibrous,Smooth,White,White,Partial,White,One,Pendant,Chocolate,Scattered,Urban,5066,Adelaida Rice
Poisonous,Flat,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Brown,Buff,Partial,White,One,Large,Chocolate,Solitary,Wood,5067,Kimberly Horio
Poisonous,Flat,Scaly,Green,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Pink,Buff,Partial,White,One,Large,Chocolate,Solitary,Paths,5068,William Robinson
Poisonous,Convex,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Buff,Brown,Partial,White,One,Large,Chocolate,Several,Grasses,5069,Victor Pena
Poisonous,Flat,Fibrous,Green,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Buff,Partial,White,One,Large,Chocolate,Several,Paths,5070,Robert Northup
Edible,Convex,Scaly,White,No Bruises,None,Free,Close,Narrow,Purple,Enlarging,?,Smooth,Fibrous,White,White,Partial,White,One,Flaring,Chocolate,Solitary,Wood,5071,Christine Rendon
Edible,Convex,Smooth,Red,Bruises,None,Free,Close,Broad,Red,Enlarging,?,Smooth,Smooth,White,White,Partial,White,Two,Evanescent,White,Clustered,Waste,5072,Corey Sather
Poisonous,Convex,Scaly,Green,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Pink,Pink,Partial,White,One,Large,Chocolate,Several,Grasses,5073,Catherine Henry
Poisonous,Flat,Fibrous,Green,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Buff,Partial,White,One,Large,Chocolate,Several,Grasses,5074,Michele Birdwell
Poisonous,Convex,Scaly,Brown,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Leaves,5075,Catalina Finkel
Poisonous,Convex,Scaly,Green,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Pink,Buff,Partial,White,One,Large,Chocolate,Several,Paths,5076,Mary King
Poisonous,Flat,Fibrous,Green,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Pink,Partial,White,One,Large,Chocolate,Solitary,Paths,5077,Brian Ward
Poisonous,Flat,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Buff,Brown,Partial,White,One,Large,Chocolate,Several,Paths,5078,Mark Graham
